STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
WLK,D,41,M FLOW,19930320 0000,19930320 0000,26088,,CFS
WLK,D,41,M FLOW,19930321 0000,19930321 0000,26299,,CFS
WLK,D,41,M FLOW,19930322 0000,19930322 0000,26704,,CFS
WLK,D,41,M FLOW,19930323 0000,19930323 0000,27076,,CFS
WLK,D,41,M FLOW,19930324 0000,19930324 0000,27448,,CFS
WLK,D,41,M FLOW,19930325 0000,19930325 0000,27606,,CFS
WLK,D,41,M FLOW,19930326 0000,19930326 0000,28469,,CFS
WLK,D,41,M FLOW,19930327 0000,19930327 0000,28597,,CFS
WLK,D,41,M FLOW,19930328 0000,19930328 0000,27782,,CFS
WLK,D,41,M FLOW,19930329 0000,19930329 0000,27631,,CFS
WLK,D,41,M FLOW,19930330 0000,19930330 0000,27448,,CFS
WLK,D,41,M FLOW,19930331 0000,19930331 0000,27125,,CFS
WLK,D,41,M FLOW,19930401 0000,19930401 0000,27014,,CFS
WLK,D,41,M FLOW,19930402 0000,19930402 0000,26612,,CFS
WLK,D,41,M FLOW,19930403 0000,19930403 0000,27348,,CFS
WLK,D,41,M FLOW,19930404 0000,19930404 0000,27348,,CFS
WLK,D,41,M FLOW,19930405 0000,19930405 0000,21747,,CFS
WLK,D,41,M FLOW,19930406 0000,19930406 0000,21709,,CFS
WLK,D,41,M FLOW,19930407 0000,19930407 0000,24011,,CFS
WLK,D,41,M FLOW,19930408 0000,19930408 0000,23124,,CFS
WLK,D,41,M FLOW,19930409 0000,19930409 0000,21065,,CFS
WLK,D,41,M FLOW,19930410 0000,19930410 0000,19441,,CFS
WLK,D,41,M FLOW,19930411 0000,19930411 0000,17693,,CFS
WLK,D,41,M FLOW,19930412 0000,19930412 0000,---,,CFS
WLK,D,41,M FLOW,19930413 0000,19930413 0000,15123,,CFS
WLK,D,41,M FLOW,19930414 0000,19930414 0000,13956,,CFS
WLK,D,41,M FLOW,19930415 0000,19930415 0000,12722,,CFS
WLK,D,41,M FLOW,19930416 0000,19930416 0000,12001,,CFS
WLK,D,41,M FLOW,19930417 0000,19930417 0000,---,,CFS
WLK,D,41,M FLOW,19930418 0000,19930418 0000,---,,CFS
WLK,D,41,M FLOW,19930419 0000,19930419 0000,20829,,CFS
WLK,D,41,M FLOW,19930420 0000,19930420 0000,18652,,CFS
WLK,D,41,M FLOW,19930421 0000,19930421 0000,15490,,CFS
WLK,D,41,M FLOW,19930422 0000,19930422 0000,13900,,CFS
WLK,D,41,M FLOW,19930423 0000,19930423 0000,12963,,CFS
WLK,D,41,M FLOW,19930424 0000,19930424 0000,12305,,CFS
WLK,D,41,M FLOW,19930425 0000,19930425 0000,11511,,CFS
WLK,D,41,M FLOW,19930426 0000,19930426 0000,12181,,CFS
WLK,D,41,M FLOW,19930427 0000,19930427 0000,11155,,CFS
WLK,D,41,M FLOW,19930428 0000,19930428 0000,11489,,CFS
WLK,D,41,M FLOW,19930429 0000,19930429 0000,11469,,CFS
WLK,D,41,M FLOW,19930430 0000,19930430 0000,11180,,CFS
WLK,D,41,M FLOW,19930501 0000,19930501 0000,10927,,CFS
WLK,D,41,M FLOW,19930502 0000,19930502 0000,---,,CFS
WLK,D,41,M FLOW,19930503 0000,19930503 0000,9015,,CFS
WLK,D,41,M FLOW,19930504 0000,19930504 0000,8717,,CFS
WLK,D,41,M FLOW,19930505 0000,19930505 0000,9100,,CFS
WLK,D,41,M FLOW,19930506 0000,19930506 0000,8741,,CFS
WLK,D,41,M FLOW,19930507 0000,19930507 0000,7862,,CFS
WLK,D,41,M FLOW,19930508 0000,19930508 0000,8086,,CFS
WLK,D,41,M FLOW,19930509 0000,19930509 0000,7967,,CFS
WLK,D,41,M FLOW,19930510 0000,19930510 0000,8038,,CFS
WLK,D,41,M FLOW,19930511 0000,19930511 0000,8152,,CFS
WLK,D,41,M FLOW,19930512 0000,19930512 0000,8666,,CFS
WLK,D,41,M FLOW,19930513 0000,19930513 0000,8020,,CFS
WLK,D,41,M FLOW,19930514 0000,19930514 0000,8270,,CFS
WLK,D,41,M FLOW,19930515 0000,19930515 0000,7276,,CFS
WLK,D,41,M FLOW,19930516 0000,19930516 0000,6709,,CFS
WLK,D,41,M FLOW,19930517 0000,19930517 0000,6998,,CFS
WLK,D,41,M FLOW,19930518 0000,19930518 0000,7677,,CFS
WLK,D,41,M FLOW,19930519 0000,19930519 0000,7990,,CFS
WLK,D,41,M FLOW,19930520 0000,19930520 0000,7959,,CFS
WLK,D,41,M FLOW,19930521 0000,19930521 0000,7785,,CFS
WLK,D,41,M FLOW,19930522 0000,19930522 0000,7886,,CFS
WLK,D,41,M FLOW,19930523 0000,19930523 0000,8247,,CFS
WLK,D,41,M FLOW,19930524 0000,19930524 0000,8356,,CFS
WLK,D,41,M FLOW,19930525 0000,19930525 0000,8822,,CFS
WLK,D,41,M FLOW,19930526 0000,19930526 0000,9389,,CFS
WLK,D,41,M FLOW,19930527 0000,19930527 0000,10016,,CFS
WLK,D,41,M FLOW,19930528 0000,19930528 0000,10031,,CFS
WLK,D,41,M FLOW,19930529 0000,19930529 0000,11687,,CFS
WLK,D,41,M FLOW,19930530 0000,19930530 0000,11417,,CFS
WLK,D,41,M FLOW,19930531 0000,19930531 0000,11130,,CFS
WLK,D,41,M FLOW,19930601 0000,19930601 0000,13583,,CFS
WLK,D,41,M FLOW,19930602 0000,19930602 0000,21886,,CFS
WLK,D,41,M FLOW,19930603 0000,19930603 0000,20646,,CFS
WLK,D,41,M FLOW,19930604 0000,19930604 0000,18967,,CFS
WLK,D,41,M FLOW,19930605 0000,19930605 0000,18853,,CFS
WLK,D,41,M FLOW,19930606 0000,19930606 0000,22464,,CFS
WLK,D,41,M FLOW,19930607 0000,19930607 0000,23406,,CFS
WLK,D,41,M FLOW,19930608 0000,19930608 0000,23072,,CFS
WLK,D,41,M FLOW,19930609 0000,19930609 0000,21764,,CFS
WLK,D,41,M FLOW,19930610 0000,19930610 0000,19126,,CFS
WLK,D,41,M FLOW,19930611 0000,19930611 0000,17215,,CFS
WLK,D,41,M FLOW,19930612 0000,19930612 0000,15582,,CFS
WLK,D,41,M FLOW,19930613 0000,19930613 0000,13932,,CFS
WLK,D,41,M FLOW,19930614 0000,19930614 0000,13230,,CFS
WLK,D,41,M FLOW,19930615 0000,19930615 0000,12641,,CFS
WLK,D,41,M FLOW,19930616 0000,19930616 0000,11934,,CFS
WLK,D,41,M FLOW,19930617 0000,19930617 0000,11358,,CFS
WLK,D,41,M FLOW,19930618 0000,19930618 0000,11518,,CFS
WLK,D,41,M FLOW,19930619 0000,19930619 0000,11149,,CFS
WLK,D,41,M FLOW,19930620 0000,19930620 0000,11507,,CFS
WLK,D,41,M FLOW,19930621 0000,19930621 0000,11100,,CFS
WLK,D,41,M FLOW,19930622 0000,19930622 0000,10400,,CFS
WLK,D,41,M FLOW,19930623 0000,19930623 0000,9206,,CFS
WLK,D,41,M FLOW,19930624 0000,19930624 0000,8523,,CFS
WLK,D,41,M FLOW,19930625 0000,19930625 0000,8236,,CFS
WLK,D,41,M FLOW,19930626 0000,19930626 0000,8452,,CFS
WLK,D,41,M FLOW,19930627 0000,19930627 0000,8362,,CFS
WLK,D,41,M FLOW,19930628 0000,19930628 0000,7413,,CFS
WLK,D,41,M FLOW,19930629 0000,19930629 0000,6828,,CFS
WLK,D,41,M FLOW,19930630 0000,19930630 0000,6879,,CFS
WLK,D,41,M FLOW,19930701 0000,19930701 0000,6912,,CFS
WLK,D,41,M FLOW,19930702 0000,19930702 0000,6992,,CFS
WLK,D,41,M FLOW,19930703 0000,19930703 0000,7429,,CFS
WLK,D,41,M FLOW,19930704 0000,19930704 0000,6979,,CFS
WLK,D,41,M FLOW,19930705 0000,19930705 0000,7080,,CFS
WLK,D,41,M FLOW,19930706 0000,19930706 0000,7380,,CFS
WLK,D,41,M FLOW,19930707 0000,19930707 0000,7692,,CFS
WLK,D,41,M FLOW,19930708 0000,19930708 0000,7887,,CFS
WLK,D,41,M FLOW,19930709 0000,19930709 0000,7639,,CFS
WLK,D,41,M FLOW,19930710 0000,19930710 0000,7229,,CFS
WLK,D,41,M FLOW,19930711 0000,19930711 0000,6971,,CFS
WLK,D,41,M FLOW,19930712 0000,19930712 0000,6949,,CFS
WLK,D,41,M FLOW,19930713 0000,19930713 0000,6797,,CFS
WLK,D,41,M FLOW,19930714 0000,19930714 0000,6704,,CFS
WLK,D,41,M FLOW,19930715 0000,19930715 0000,6673,,CFS
WLK,D,41,M FLOW,19930716 0000,19930716 0000,6188,,CFS
WLK,D,41,M FLOW,19930717 0000,19930717 0000,5981,,CFS
WLK,D,41,M FLOW,19930718 0000,19930718 0000,5922,,CFS
WLK,D,41,M FLOW,19930719 0000,19930719 0000,6193,,CFS
WLK,D,41,M FLOW,19930720 0000,19930720 0000,6505,,CFS
WLK,D,41,M FLOW,19930721 0000,19930721 0000,6711,,CFS
WLK,D,41,M FLOW,19930722 0000,19930722 0000,6751,,CFS
WLK,D,41,M FLOW,19930723 0000,19930723 0000,6696,,CFS
WLK,D,41,M FLOW,19930724 0000,19930724 0000,7052,,CFS
WLK,D,41,M FLOW,19930725 0000,19930725 0000,7011,,CFS
WLK,D,41,M FLOW,19930726 0000,19930726 0000,7206,,CFS
WLK,D,41,M FLOW,19930727 0000,19930727 0000,7423,,CFS
WLK,D,41,M FLOW,19930728 0000,19930728 0000,7383,,CFS
WLK,D,41,M FLOW,19930729 0000,19930729 0000,7365,,CFS
WLK,D,41,M FLOW,19930730 0000,19930730 0000,7154,,CFS
WLK,D,41,M FLOW,19930731 0000,19930731 0000,7072,,CFS
WLK,D,41,M FLOW,19930801 0000,19930801 0000,7641,,CFS
WLK,D,41,M FLOW,19930802 0000,19930802 0000,9300,,CFS
WLK,D,41,M FLOW,19930803 0000,19930803 0000,9947,,CFS
WLK,D,41,M FLOW,19930804 0000,19930804 0000,10070,,CFS
WLK,D,41,M FLOW,19930805 0000,19930805 0000,10095,,CFS
WLK,D,41,M FLOW,19930806 0000,19930806 0000,9548,,CFS
WLK,D,41,M FLOW,19930807 0000,19930807 0000,8600,,CFS
WLK,D,41,M FLOW,19930808 0000,19930808 0000,8198,,CFS
WLK,D,41,M FLOW,19930809 0000,19930809 0000,8237,,CFS
WLK,D,41,M FLOW,19930810 0000,19930810 0000,7951,,CFS
WLK,D,41,M FLOW,19930811 0000,19930811 0000,7894,,CFS
WLK,D,41,M FLOW,19930812 0000,19930812 0000,7924,,CFS
WLK,D,41,M FLOW,19930813 0000,19930813 0000,8187,,CFS
WLK,D,41,M FLOW,19930814 0000,19930814 0000,7810,,CFS
WLK,D,41,M FLOW,19930815 0000,19930815 0000,7885,,CFS
WLK,D,41,M FLOW,19930816 0000,19930816 0000,8144,,CFS
WLK,D,41,M FLOW,19930817 0000,19930817 0000,8475,,CFS
WLK,D,41,M FLOW,19930818 0000,19930818 0000,8223,,CFS
WLK,D,41,M FLOW,19930819 0000,19930819 0000,8332,,CFS
WLK,D,41,M FLOW,19930820 0000,19930820 0000,9006,,CFS
WLK,D,41,M FLOW,19930821 0000,19930821 0000,8874,,CFS
WLK,D,41,M FLOW,19930822 0000,19930822 0000,8818,,CFS
WLK,D,41,M FLOW,19930823 0000,19930823 0000,8548,,CFS
WLK,D,41,M FLOW,19930824 0000,19930824 0000,8704,,CFS
WLK,D,41,M FLOW,19930825 0000,19930825 0000,9493,,CFS
WLK,D,41,M FLOW,19930826 0000,19930826 0000,9455,,CFS
WLK,D,41,M FLOW,19930827 0000,19930827 0000,8790,,CFS
WLK,D,41,M FLOW,19930828 0000,19930828 0000,8486,,CFS
WLK,D,41,M FLOW,19930829 0000,19930829 0000,7760,,CFS
WLK,D,41,M FLOW,19930830 0000,19930830 0000,7477,,CFS
WLK,D,41,M FLOW,19930831 0000,19930831 0000,7880,,CFS
WLK,D,41,M FLOW,19930901 0000,19930901 0000,7873,,CFS
WLK,D,41,M FLOW,19930902 0000,19930902 0000,7836,,CFS
WLK,D,41,M FLOW,19930903 0000,19930903 0000,7930,,CFS
WLK,D,41,M FLOW,19930904 0000,19930904 0000,8089,,CFS
WLK,D,41,M FLOW,19930905 0000,19930905 0000,8158,,CFS
WLK,D,41,M FLOW,19930906 0000,19930906 0000,8324,,CFS
WLK,D,41,M FLOW,19930907 0000,19930907 0000,8527,,CFS
WLK,D,41,M FLOW,19930908 0000,19930908 0000,8666,,CFS
WLK,D,41,M FLOW,19930909 0000,19930909 0000,8806,,CFS
WLK,D,41,M FLOW,19930910 0000,19930910 0000,8916,,CFS
WLK,D,41,M FLOW,19930911 0000,19930911 0000,8956,,CFS
WLK,D,41,M FLOW,19930912 0000,19930912 0000,9049,,CFS
WLK,D,41,M FLOW,19930913 0000,19930913 0000,9072,,CFS
WLK,D,41,M FLOW,19930914 0000,19930914 0000,9144,,CFS
WLK,D,41,M FLOW,19930915 0000,19930915 0000,9085,,CFS
WLK,D,41,M FLOW,19930916 0000,19930916 0000,8930,,CFS
WLK,D,41,M FLOW,19930917 0000,19930917 0000,8480,,CFS
WLK,D,41,M FLOW,19930918 0000,19930918 0000,8305,,CFS
WLK,D,41,M FLOW,19930919 0000,19930919 0000,8359,,CFS
WLK,D,41,M FLOW,19930920 0000,19930920 0000,8463,,CFS
WLK,D,41,M FLOW,19930921 0000,19930921 0000,8551,,CFS
WLK,D,41,M FLOW,19930922 0000,19930922 0000,8781,,CFS
WLK,D,41,M FLOW,19930923 0000,19930923 0000,8862,,CFS
WLK,D,41,M FLOW,19930924 0000,19930924 0000,8712,,CFS
WLK,D,41,M FLOW,19930925 0000,19930925 0000,8564,,CFS
WLK,D,41,M FLOW,19930926 0000,19930926 0000,8558,,CFS
WLK,D,41,M FLOW,19930927 0000,19930927 0000,8641,,CFS
WLK,D,41,M FLOW,19930928 0000,19930928 0000,8732,,CFS
WLK,D,41,M FLOW,19930929 0000,19930929 0000,8767,,CFS
WLK,D,41,M FLOW,19930930 0000,19930930 0000,8706,,CFS
WLK,D,41,M FLOW,19931001 0000,19931001 0000,8655,,CFS
WLK,D,41,M FLOW,19931002 0000,19931002 0000,8690,,CFS
WLK,D,41,M FLOW,19931003 0000,19931003 0000,8609,,CFS
WLK,D,41,M FLOW,19931004 0000,19931004 0000,8619,,CFS
WLK,D,41,M FLOW,19931005 0000,19931005 0000,8555,,CFS
WLK,D,41,M FLOW,19931006 0000,19931006 0000,8576,,CFS
WLK,D,41,M FLOW,19931007 0000,19931007 0000,8396,,CFS
WLK,D,41,M FLOW,19931008 0000,19931008 0000,8172,,CFS
WLK,D,41,M FLOW,19931009 0000,19931009 0000,8357,,CFS
WLK,D,41,M FLOW,19931010 0000,19931010 0000,7443,,CFS
WLK,D,41,M FLOW,19931011 0000,19931011 0000,7249,,CFS
WLK,D,41,M FLOW,19931012 0000,19931012 0000,7313,,CFS
WLK,D,41,M FLOW,19931013 0000,19931013 0000,7070,,CFS
WLK,D,41,M FLOW,19931014 0000,19931014 0000,6845,,CFS
WLK,D,41,M FLOW,19931015 0000,19931015 0000,6964,,CFS
WLK,D,41,M FLOW,19931016 0000,19931016 0000,---,,CFS
WLK,D,41,M FLOW,19931017 0000,19931017 0000,8068,,CFS
WLK,D,41,M FLOW,19931018 0000,19931018 0000,8838,,CFS
WLK,D,41,M FLOW,19931019 0000,19931019 0000,7388,,CFS
WLK,D,41,M FLOW,19931020 0000,19931020 0000,6725,,CFS
WLK,D,41,M FLOW,19931021 0000,19931021 0000,6446,,CFS
WLK,D,41,M FLOW,19931022 0000,19931022 0000,6213,,CFS
WLK,D,41,M FLOW,19931023 0000,19931023 0000,5878,,CFS
WLK,D,41,M FLOW,19931024 0000,19931024 0000,5745,,CFS
WLK,D,41,M FLOW,19931025 0000,19931025 0000,5714,,CFS
WLK,D,41,M FLOW,19931026 0000,19931026 0000,5719,,CFS
WLK,D,41,M FLOW,19931027 0000,19931027 0000,5725,,CFS
WLK,D,41,M FLOW,19931028 0000,19931028 0000,5563,,CFS
WLK,D,41,M FLOW,19931029 0000,19931029 0000,5399,,CFS
WLK,D,41,M FLOW,19931030 0000,19931030 0000,5308,,CFS
WLK,D,41,M FLOW,19931031 0000,19931031 0000,5382,,CFS
WLK,D,41,M FLOW,19931101 0000,19931101 0000,5353,,CFS
WLK,D,41,M FLOW,19931102 0000,19931102 0000,5309,,CFS
WLK,D,41,M FLOW,19931103 0000,19931103 0000,5338,,CFS
WLK,D,41,M FLOW,19931104 0000,19931104 0000,5391,,CFS
WLK,D,41,M FLOW,19931105 0000,19931105 0000,5388,,CFS
WLK,D,41,M FLOW,19931106 0000,19931106 0000,5415,,CFS
WLK,D,41,M FLOW,19931107 0000,19931107 0000,5350,,CFS
WLK,D,41,M FLOW,19931108 0000,19931108 0000,5310,,CFS
WLK,D,41,M FLOW,19931109 0000,19931109 0000,5274,,CFS
WLK,D,41,M FLOW,19931110 0000,19931110 0000,5321,,CFS
WLK,D,41,M FLOW,19931111 0000,19931111 0000,5391,,CFS
WLK,D,41,M FLOW,19931112 0000,19931112 0000,5485,,CFS
WLK,D,41,M FLOW,19931113 0000,19931113 0000,5523,,CFS
WLK,D,41,M FLOW,19931114 0000,19931114 0000,5557,,CFS
WLK,D,41,M FLOW,19931115 0000,19931115 0000,5561,,CFS
WLK,D,41,M FLOW,19931116 0000,19931116 0000,5706,,CFS
WLK,D,41,M FLOW,19931117 0000,19931117 0000,5718,,CFS
WLK,D,41,M FLOW,19931118 0000,19931118 0000,5678,,CFS
WLK,D,41,M FLOW,19931119 0000,19931119 0000,5635,,CFS
WLK,D,41,M FLOW,19931120 0000,19931120 0000,5586,,CFS
WLK,D,41,M FLOW,19931121 0000,19931121 0000,5651,,CFS
WLK,D,41,M FLOW,19931122 0000,19931122 0000,5655,,CFS
WLK,D,41,M FLOW,19931123 0000,19931123 0000,5588,,CFS
WLK,D,41,M FLOW,19931124 0000,19931124 0000,5635,,CFS
WLK,D,41,M FLOW,19931125 0000,19931125 0000,5711,,CFS
WLK,D,41,M FLOW,19931126 0000,19931126 0000,5791,,CFS
WLK,D,41,M FLOW,19931127 0000,19931127 0000,5798,,CFS
WLK,D,41,M FLOW,19931128 0000,19931128 0000,5751,,CFS
WLK,D,41,M FLOW,19931129 0000,19931129 0000,5808,,CFS
WLK,D,41,M FLOW,19931130 0000,19931130 0000,6247,,CFS
WLK,D,41,M FLOW,19931201 0000,19931201 0000,6937,,CFS
WLK,D,41,M FLOW,19931202 0000,19931202 0000,7042,,CFS
WLK,D,41,M FLOW,19931203 0000,19931203 0000,6508,,CFS
WLK,D,41,M FLOW,19931204 0000,19931204 0000,6251,,CFS
WLK,D,41,M FLOW,19931205 0000,19931205 0000,6095,,CFS
WLK,D,41,M FLOW,19931206 0000,19931206 0000,6036,,CFS
WLK,D,41,M FLOW,19931207 0000,19931207 0000,5972,,CFS
WLK,D,41,M FLOW,19931208 0000,19931208 0000,6087,,CFS
WLK,D,41,M FLOW,19931209 0000,19931209 0000,6419,,CFS
WLK,D,41,M FLOW,19931210 0000,19931210 0000,8734,,CFS
WLK,D,41,M FLOW,19931211 0000,19931211 0000,9442,,CFS
WLK,D,41,M FLOW,19931212 0000,19931212 0000,9558,,CFS
WLK,D,41,M FLOW,19931213 0000,19931213 0000,12764,,CFS
WLK,D,41,M FLOW,19931214 0000,19931214 0000,12838,,CFS
WLK,D,41,M FLOW,19931215 0000,19931215 0000,13766,,CFS
WLK,D,41,M FLOW,19931216 0000,19931216 0000,16486,,CFS
WLK,D,41,M FLOW,19931217 0000,19931217 0000,13478,,CFS
WLK,D,41,M FLOW,19931218 0000,19931218 0000,9969,,CFS
WLK,D,41,M FLOW,19931219 0000,19931219 0000,9383,,CFS
WLK,D,41,M FLOW,19931220 0000,19931220 0000,9373,,CFS
WLK,D,41,M FLOW,19931221 0000,19931221 0000,8549,,CFS
WLK,D,41,M FLOW,19931222 0000,19931222 0000,7878,,CFS
WLK,D,41,M FLOW,19931223 0000,19931223 0000,7539,,CFS
WLK,D,41,M FLOW,19931224 0000,19931224 0000,7389,,CFS
WLK,D,41,M FLOW,19931225 0000,19931225 0000,7317,,CFS
WLK,D,41,M FLOW,19931226 0000,19931226 0000,7243,,CFS
WLK,D,41,M FLOW,19931227 0000,19931227 0000,7168,,CFS
WLK,D,41,M FLOW,19931228 0000,19931228 0000,7069,,CFS
WLK,D,41,M FLOW,19931229 0000,19931229 0000,7015,,CFS
WLK,D,41,M FLOW,19931230 0000,19931230 0000,6995,,CFS
WLK,D,41,M FLOW,19931231 0000,19931231 0000,6969,,CFS
WLK,D,41,M FLOW,19940101 0000,19940101 0000,6830,,CFS
WLK,D,41,M FLOW,19940102 0000,19940102 0000,6815,,CFS
WLK,D,41,M FLOW,19940103 0000,19940103 0000,6754,,CFS
WLK,D,41,M FLOW,19940104 0000,19940104 0000,6827,,CFS
WLK,D,41,M FLOW,19940105 0000,19940105 0000,6864,,CFS
WLK,D,41,M FLOW,19940106 0000,19940106 0000,6871,,CFS
WLK,D,41,M FLOW,19940107 0000,19940107 0000,6893,,CFS
WLK,D,41,M FLOW,19940108 0000,19940108 0000,6791,,CFS
WLK,D,41,M FLOW,19940109 0000,19940109 0000,6684,,CFS
WLK,D,41,M FLOW,19940110 0000,19940110 0000,6684,,CFS
WLK,D,41,M FLOW,19940111 0000,19940111 0000,6520,,CFS
WLK,D,41,M FLOW,19940112 0000,19940112 0000,6138,,CFS
WLK,D,41,M FLOW,19940113 0000,19940113 0000,5948,,CFS
WLK,D,41,M FLOW,19940114 0000,19940114 0000,5852,,CFS
WLK,D,41,M FLOW,19940115 0000,19940115 0000,5946,,CFS
WLK,D,41,M FLOW,19940116 0000,19940116 0000,5979,,CFS
WLK,D,41,M FLOW,19940117 0000,19940117 0000,5959,,CFS
WLK,D,41,M FLOW,19940118 0000,19940118 0000,5924,,CFS
WLK,D,41,M FLOW,19940119 0000,19940119 0000,5912,,CFS
WLK,D,41,M FLOW,19940120 0000,19940120 0000,5913,,CFS
